002271 东方雨虹 日线 后复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
06232010,78.80,81.77,78.44,79.40,1838582,48428504.000
06242010,78.80,80.48,78.74,79.40,1155391,30329844.000
06252010,79.10,79.13,76.40,76.73,1756590,44822640.000
06282010,76.40,77.36,73.52,73.70,1333476,33056760.000
06292010,73.70,74.36,70.70,71.36,3789499,89300576.000
06302010,71.09,75.80,68.30,75.11,2488250,59297344.000
07012010,73.76,76.52,73.76,75.26,1821549,45170264.000
07022010,75.29,75.80,69.14,72.74,2524027,59549976.000
07052010,72.74,73.19,70.49,72.98,942623,22363460.000
07062010,72.74,76.64,72.44,75.29,1539645,38113044.000
07072010,74.60,76.37,74.60,76.25,1610318,40190212.000
07082010,76.31,76.70,73.88,74.99,1601253,39850964.000
07092010,74.99,77.06,73.97,76.64,1911599,47948200.000
07122010,77.90,79.37,76.40,77.45,2024402,52145792.000
07132010,76.58,76.85,74.30,74.96,1577137,39159868.000
07142010,75.68,77.75,75.41,75.77,1558657,39292828.000
07152010,75.95,75.98,72.80,72.83,1316712,32291884.000
07162010,72.50,73.55,71.30,73.16,875820,20932258.000
07192010,72.77,75.35,71.93,74.45,935370,22765254.000
07202010,74.66,81.83,74.66,81.44,9415473,248531872.000
07212010,79.79,82.64,79.40,80.63,4921080,131718672.000
07222010,80.90,81.77,78.80,81.08,3971447,105249840.000
07232010,81.65,81.71,79.55,80.36,2488663,66036980.000
07262010,80.39,87.11,80.39,84.86,6495614,180808288.000
07272010,84.65,85.16,83.45,84.23,3144810,87472016.000
07282010,83.93,85.94,82.85,85.10,3742150,104858144.000
07292010,85.13,88.70,85.13,85.88,4178241,119686088.000
07302010,86.00,86.09,83.03,84.62,2505300,69838104.000
08022010,84.80,88.64,84.80,88.10,5830361,168688544.000
08032010,89.24,89.24,87.23,87.23,5552474,161948736.000
08042010,86.78,90.20,86.06,90.05,4922045,143005200.000
08052010,90.05,97.49,89.66,94.91,8243304,253557872.000
08062010,94.40,96.50,93.11,96.26,5602689,176149296.000
08092010,96.38,104.30,96.38,103.31,7658258,256700176.000
08102010,104.00,104.27,97.70,99.20,7415755,246133776.000
08112010,98.00,101.30,97.79,99.41,3913071,128733768.000
08122010,97.25,99.80,95.60,95.69,4258525,137051920.000
08132010,95.30,99.20,94.43,98.75,3331361,106722832.000
